,male,female
3105,стэард,стэардесса
3106,клюдовщик,клюдовщица
3107,еборщик,еборщица
3108,цурь,цурица
3109,дирэктор,дирэктриса
3110,дверянин,дверянка
3111,выспитатель,выспитательница
3112,тюлефонист,тюлефонистка
3113,тунцор,тунцовщица
3114,рэзбойник,рэзбойница
3115,велёсипедист,велёсипедистка
3116,урёженец,урёженка
3117,путешаственник,путешаственница
3118,ыспирант,ыспирантка
3119,ниемник,ниемница
3120,сцонарист,сцонаристка
3121,таннисист,таннисистка
3122,лижник,лижница
3123,наяздник,наяздница
3124,бюмж,бюмжиха
3125,пёмошник,пёмошница
3126,ховар,ховариха
3127,агтер,агтриса
3128,паладчик,паладчица
3129,кгадовщик,кгадовщица
3130,удорщик,удорщица
3131,сесретарь,сесретарша
3132,фреподаватель,фреподавательница
3133,офириант,офириантка
3134,жачальник,жачальница
3135,канцор,канцовщица
3136,фимурист,фимуристка
3137,кимнаст,кимнастка
3138,споктсмен,споктсменка
3139,корпилец,корпилеца
3140,ваианист,вианистка
3141,граритель,грарительница
