,male,female
947,тюндян,тюндянья
948,доркэлоц,доркэлоца
949,зыжаддик,зыжаддица
950,дпощунин,дпощунка
951,хосфютатешь,хосфютатешьница
952,рилжуфт,рилжуфтка
953,рдацёка,рдацёчица
954,тторицёгель,тторицёгельница
955,тилёграсивт,тилёграсивтка
956,вичнюфт,вичнюфтка
957,ахвалэшчист,ахвалэшчистка
958,бабчмекормик,бабчмекормица
959,хисытэкь,хисытэкьница
960,кфихэць,кфихэцка
961,ттыачд,ттыачдесса
962,лщэгданин,лщэгданка
963,ёсшимант,ёсшимантка
964,фожузнек,фожузнеца
965,няб,нябыня
966,щызен,щызина
967,фопяр,фопяриха
968,нэкхун,нэкхунья
969,сидезгик,сидезгица
970,дамсмотозшак,дамсмотозшаца
971,сабныр,сабнырица
972,олвошоник,олвошоничка
973,читатовь,читатовьница
974,тюдешщык,тюдешщыца
975,падцметосщик,падцметосщица
976,цгемтаввик,цгемтаввица
977,ражпюдабижь,ражпюдабижьница
978,роввтщензэк,роввтщензэца
979,метошник,метошница
980,рлолц,рлолцесса
981,хэбедтатор,хэбедтаторша
982,додыин,додыйка
983,лсыхошник,лсыхошница
984,счричщелер,счричщелерша
985,щатбист,щатбистка
986,амчемацор,амчемацрица
987,нёакцонуст,нёакцонустка
988,шазчедчык,шазчедчыца
989,пуздог,пуздога
990,чуфатепь,чуфатепьница
991,паддковэрщик,паддковэрщица
992,госуферь,госуферыня
993,щямец,щямица
994,фицэрущт,фицэрущтка
995,ощыфляк,ощыфляца
996,сягегцик,сягегцица
997,дыэдджик,дыэдджица
998,куцщомотец,куцщомотка
999,хутекеклвенкык,хутекеклвенкыца
1000,чожлифуц,чожлифуца
1001,тухмэлилт,тухмэлилтка
1002,шёвьпутист,шёвьпутистка
1003,рбящент,рбящентка
1004,чмёч,чмёчиха
1005,нняапд,нняапдесса
1006,зычазин,зычазка
1007,нзистёчник,нзистёчница
1008,флячпик,флячпица
1009,шабробчик,шабробчица
1010,вопий,вопенка
1011,нашурилт,нашурилтка
1012,пшёхыка,пшёхычица
1013,чодсёкник,чодсёкница
1014,сафцёшлик,сафцёшлица
1015,ррябпупник,ррябпупница
1016,пётешекквенбик,пётешекквенбица
1017,чёснадер,чёснадерша
1018,фалипмюхир,фалипмюхирша
1019,мижведвик,мижведвица
1020,бачкубнофихт,бачкубнофихтка
1021,цзёстущнок,цзёстущноца
1022,чребюшавазель,чребюшавазельница
1023,рцохицысель,рцохицысельница
1024,халий,халенка
1025,пётесинтвепник,пётесинтвепница
1026,разлампик,разлампица
1027,ксазожщек,ксазожщеца
1028,кебфор,кебфовщица
1029,чуцкекхолист,чуцкекхолистка
1030,бивор,бивориха
1031,нюцретыфь,нюцретыфша
1032,хёдортор,хёдорторша
1033,луцанин,луцанка
1034,теписилебист,теписилебистка
1035,сзёлюгт,сзёлюгтка
1036,мамелпзюк,мамелпзюца
1037,нихен,нихина
1038,щёчлючадечь,щёчлючадечьница
1039,сэкнутажь,сэкнутажша
1040,роццир,роццирша
1041,кащчапур,кащчапурша
1042,лписжшмен,лписжшменка
1043,фчичёданин,фчичёданка
1044,нмоцюсец,нмоцюсщица
1045,стоцоджак,стоцоджаца
1046,огелатоснк,огелатосница
1047,жзагюрь,жзагюрка
1048,сезедняк,сезедняца
1049,притизадель,притизадельница
1050,шощсгвеннок,шощсгвенноца
1051,пруномавагэнь,пруномавагэньница
1052,цлющлак,цлющлаца
1053,грюбитевь,грюбитевьница
1054,гарлахюбщик,гарлахюбщица
1055,зепдиожкрыватель,зепдиожркрывательница
1056,чсёпфьнин,чсёпфьянка
1057,кошгилиц,кошгилица
1058,рютий,рютенка
1059,папидмазур,папидмазурша
1060,хушчивец,хушчивеца
1061,ввотадкик,ввотадкица
1062,ичбуцагор,ичбуцагрица
1063,жлокэкин,жлокэкка
1064,пяпабекь,пяпабекьница
1065,вшёдишель,вшёдишельница
1066,попнухсяк,попнухсяца
1067,умхяст,умхястка
1068,щкёч,щкёчиха
1069,ешбер,ешбриса
1070,лэзтух,лэзтушка
1071,фришаль,фришальница
1072,акдячат,акдячатка
1073,волейголузт,волейголузтка
